SR_ID_Pub3,No of trials_Pub3,No of participants_Pub3,List of participants_Pub3,PublicationDate_Pub3,SearchDate_Pub3,conclusion,No of trials_Pub2,No of participants_Pub2,List of participants_Pub2,SearchDate_Pub2
23152219,11,1726,"[430, 180, 66, 153, 61, 195, 114, 133, 80, 101, 213]",14-Nov-12,10-Jan-12,0,10,1665,"[430, 180, 66, 153, 195, 114, 133, 80, 101, 213]",10-Jan-12
23152215,3,57,[57],14-Nov-12,25-Jun-12,1,3,0,[],8-Jan-07
23152210,21,1565,"[28, 60, 80, 105, 19, 205, 70, 20, 69, 21, 103, 300, 50, 50, 65, 48, 46, 21, 121, 84]",14-Nov-12,30-Jun-12,0,17,1276,"[28, 105, 19, 205, 70, 20, 69, 21, 300, 50, 50, 65, 48, 21, 121, 84]",31-May-07
23152209,13,334,"[15, 29, 48, 55, 16, 26, 7, 50, 29, 36, 23]",14-Nov-12,3-Sep-12,0,13,334,"[15, 29, 48, 55, 16, 26, 7, 50, 29, 36, 23]",4-Aug-10
23152206,8,705,"[110, 189, 122, 43, 30, 41, 69, 101]",14-Nov-12,9-May-12,0,8,699,"[110, 122, 43, 50, 41, 69, 163, 101]",31-Dec-16
23076947,3,0,[],17-Oct-12,13-Jul-12,1,3,0,[],30-Apr-10
23076946,5,233,"[126, 15, 37, 20, 35]",17-Oct-12,30-Nov-11,1,5,233,"[126, 15, 37, 20, 35]",30-Nov-11
23076933,5,960,"[10, 211, 84, 615, 40]",17-Oct-12,8-Aug-12,0,5,960,"[10, 211, 84, 615, 40]",30-Nov-09
23076923,25,27463,"[692, 19, 753, 264, 22, 40, 142, 43, 6483, 12, 142, 11, 1377, 885, 231, 40, 40, 1572, 2, 312, 852, 70, 176, 13283]",17-Oct-12,25-Jan-12,1,22,19784,"[692, 19, 264, 22, 40, 142, 43, 12, 142, 11, 1377, 885, 231, 40, 40, 40, 1572, 5, 2, 852, 70, 13283]",15-Dec-08
23076904,45,0,[],17-Oct-12,30-Jun-11,0,23,0,[],31-Jul-06
23076892,37,26353,"[29, 220, 20, 16, 64, 105, 88, 16, 35, 40, 83, 1525, 100, 26, 6528, 9889, 6528, 60, 66, 67, 20, 36, 42, 188, 251, 50, 3, 40, 34, 34, 29, 29, 36, 56]",17-Oct-12,21-Jun-12,0,36,25985,"[29, 20, 16, 64, 105, 40, 88, 16, 35, 40, 83, 1525, 100, 26, 6528, 6528, 9889, 60, 66, 67, 20, 36, 42, 251, 50, 3, 40, 34, 34, 29, 29, 36, 56]",2-Apr-09
22972103,159,79244,"[1043, 40, 163, 23, 65, 445, 173, 186, 149, 105, 298, 233, 93, 391, 539, 657, 93, 28, 201, 310, 34, 397, 169, 107, 364, 303, 530, 616, 2799, 2580, 155, 313, 1107, 217, 139, 119, 378, 312, 254, 33, 34, 239, 552, 100, 489, 241, 73, 5292, 50, 373, 53, 606, 2503, 150, 306, 57, 77, 333, 78, 163, 3182, 120, 141, 261, 186, 68, 160, 57, 246, 175, 109, 160, 3432, 10, 243, 256, 348, 150, 104, 74, 204, 269, 197, 551, 620, 486, 66, 349, 109, 113, 118, 253, 338, 317, 294, 100, 360, 73, 60, 34, 229, 46, 148, 242, 238, 849, 3314, 302, 515, 1471, 230, 20, 240, 660, 59, 792, 712, 45, 141, 591, 2258, 200, 222, 120, 68, 453, 162, 100, 9440, 96, 516, 305, 198, 252, 1737, 369, 52, 24, 301, 2686, 134, 316, 580, 95, 674, 392, 101, 702, 1559, 620, 58, 140, 60, 200, 311, 180, 64, 272, 60]",12-Sep-12,28-Feb-12,1,111,55435,"[142, 1043, 40, 163, 445, 149, 105, 298, 233, 93, 391, 539, 658, 93, 28, 310, 397, 169, 303, 530, 616, 313, 1107, 140, 378, 312, 254, 34, 239, 100, 489, 5292, 50, 170, 373, 150, 306, 57, 77, 333, 100, 163, 3182, 120, 141, 160, 175, 109, 160, 10, 243, 256, 348, 150, 104, 194, 551, 620, 486, 349, 113, 118, 338, 317, 294, 100, 360, 73, 60, 229, 148, 849, 3314, 302, 230, 20, 240, 660, 59, 792, 45, 591, 86, 222, 120, 68, 453, 100, 9440, 241, 516, 198, 252, 1737, 52, 24, 301, 2686, 316, 580, 95, 674, 702, 1559, 58, 140, 60, 200, 311, 180, 272]",31-May-08
22972102,2,44,"[20, 24]",12-Sep-12,13-Jun-12,0,2,44,"[20, 24]",31-Mar-10
22972098,14,7879,"[40, 1968, 152, 99, 150, 1915, 705, 141, 405, 651, 145, 100, 960, 448]",12-Sep-12,15-Feb-12,0,12,7638,"[40, 1968, 152, 99, 150, 1915, 705, 405, 651, 145, 960, 448]",30-Nov-08
22972093,6,560,"[93, 78, 129, 120, 100, 40]",12-Sep-12,28-Feb-12,0,5,453,"[86, 78, 129, 120, 40]",31-May-08
22972092,19,5867,"[75, 60, 984, 44, 74, 209, 781, 1193, 1312, 66, 401, 101, 182, 54, 30, 86, 156, 59]",12-Sep-12,2-Dec-11,0,17,4492,"[75, 60, 984, 44, 74, 209, 781, 1312, 66, 401, 101, 54, 30, 86, 156, 59]",21-Apr-10
22972088,62,5399,"[41, 71, 50, 60, 90, 97, 80, 140, 94, 63, 90, 54, 37, 43, 272, 150, 150, 36, 40, 192, 63, 61, 104, 26, 131, 95, 97, 60, 44, 213, 32, 90, 155, 99, 38, 60, 40, 196, 230, 48, 40, 40, 346, 88, 150, 60, 41, 100, 60, 24, 16, 31, 30, 60, 38, 45, 198, 87, 99, 75, 39]",12-Sep-12,30-Jun-12,0,46,4135,"[272, 41, 71, 97, 80, 140, 63, 90, 54, 37, 43, 150, 150, 36, 40, 192, 61, 104, 131, 95, 44, 32, 99, 38, 196, 230, 40, 40, 346, 150, 60, 41, 100, 60, 24, 16, 31, 60, 38, 45, 198, 87, 99, 75, 39]",31-Oct-07
22972086,6,535,"[57, 87, 70, 79, 202, 40]",12-Sep-12,28-Feb-12,1,5,322,"[55, 87, 65, 75, 40]",31-Oct-06
22972067,5,481,"[77, 275, 33, 42, 54]",12-Sep-12,31-Jul-11,0,5,481,"[77, 275, 33, 42, 54]",31-Jan-07
22895976,3,223,"[137, 60, 26]",15-Aug-12,30-Apr-12,0,3,223,"[137, 60, 26]",7-May-10
22895968,4,493,"[40, 143, 50, 260]",15-Aug-12,28-Feb-12,0,3,350,"[40, 50, 260]",30-Nov-09
22895953,2,756,"[94, 662]",15-Aug-12,4-Apr-12,1,1,94,[94],31-Mar-08
22895950,6,7706,"[743, 928, 2975, 694, 434, 1932]",15-Aug-12,31-May-12,0,5,6963,"[928, 2975, 694, 434, 1932]",31-Mar-08
22895944,24,13692,"[160, 227, 4782, 308, 321, 336, 332, 210, 96, 179, 528, 209, 489, 489, 183, 484, 325, 343, 292, 1975, 316, 313, 313, 482]",15-Aug-12,30-Apr-12,0,24,13692,"[160, 227, 4782, 308, 321, 336, 332, 210, 96, 179, 528, 209, 489, 489, 183, 484, 325, 343, 292, 1975, 316, 313, 313, 482]",31-Oct-07
22895943,10,1314,"[38, 38, 48, 248, 16, 38, 392, 20, 220, 256]",15-Aug-12,31-May-12,0,10,1314,"[38, 38, 48, 248, 16, 38, 392, 20, 220, 256]",30-Apr-09
22895932,33,769,"[24, 70, 27, 10, 3, 32, 16, 8, 62, 35, 10, 20, 64, 19, 8, 14, 9, 13, 5, 21, 30, 20, 76, 9, 10, 17, 27, 9, 32, 14, 10, 30, 15]",15-Aug-12,31-Dec-10,1,33,769,"[24, 70, 27, 10, 3, 32, 16, 8, 62, 35, 10, 20, 64, 19, 8, 14, 9, 13, 5, 21, 30, 20, 76, 9, 10, 17, 27, 9, 32, 14, 10, 30, 15]",31-Dec-10
22786512,3,0,[],11-Jul-12,1-Feb-12,1,3,0,[],15-Sep-09
22786506,3,1021,[1021],11-Jul-12,14-Mar-12,0,3,1021,[1021],31-Dec-10
22786505,6,1200,[1200],11-Jul-12,30-Apr-12,1,1,0,[],30-Jun-08
22786502,5,410,"[46, 49, 75, 240]",11-Jul-12,30-Sep-08,1,8,673,"[108, 46, 61, 49, 240, 68, 101]",30-Sep-08
22786500,6,454,"[152, 44, 70, 52, 66, 70]",11-Jul-12,20-Feb-12,0,6,3,"[1, 1, 1]",16-Feb-10
22786499,3,11,[11],11-Jul-12,31-Mar-12,0,3,0,[],31-Dec-07
22786498,8,43,"[33, 10]",11-Jul-12,14-May-12,0,8,43,"[33, 10]",24-Jul-07
22696376,19,5624,"[722, 260, 105, 114, 173, 216, 234, 194, 521, 429, 274, 356, 95, 124, 388, 270, 803, 244, 102]",13-Jun-12,31-Jul-10,1,19,5624,"[722, 260, 105, 114, 173, 216, 234, 194, 521, 429, 274, 356, 95, 124, 388, 270, 803, 244, 102]",31-Jul-10
22696366,1,167,[167],13-Jun-12,29-Feb-12,0,1,167,[167],30-Apr-08
22696362,19,666,"[31, 54, 62, 13, 30, 44, 13, 34, 18, 19, 20, 127, 30, 30, 35, 21, 8, 56, 21]",13-Jun-12,31-Jul-11,1,11,321,"[31, 13, 12, 30, 44, 19, 30, 30, 35, 56, 21]",31-Oct-07
22696352,33,11410,"[81, 1219, 287, 87, 275, 91, 91, 120, 80, 84, 60, 684, 1110, 177, 373, 560, 100, 1067, 808, 808, 160, 413, 200, 76, 106, 111, 190, 56, 50, 40, 947, 899]",13-Jun-12,28-Feb-12,0,31,11206,"[81, 1219, 287, 87, 275, 91, 91, 80, 60, 684, 1110, 177, 373, 560, 100, 1067, 808, 808, 160, 413, 200, 76, 106, 111, 190, 56, 50, 40, 947, 899]",31-Dec-10
22696336,4,0,[],13-Jun-12,31-Mar-12,0,4,0,[],31-Oct-08
22696317,4,1283,"[29, 11, 1204, 39]",13-Jun-12,31-Jan-12,0,3,1244,"[29, 11, 1204]",31-Aug-07
22592722,2,397,"[120, 277]",16-May-12,30-Nov-08,0,2,397,"[120, 277]",30-Nov-08
22592719,1,0,[],16-May-12,9-Sep-11,0,1,0,[],21-May-09
22592713,24,910,"[40, 20, 30, 10, 30, 83, 26, 24, 29, 25, 20, 50, 50, 25, 24, 18, 20, 34, 40, 84, 95, 80, 36, 17]",16-May-12,31-Jan-12,1,20,686,"[40, 20, 30, 10, 30, 83, 26, 24, 29, 25, 50, 50, 25, 24, 18, 20, 34, 95, 36, 17]",31-Jan-07
22592711,4,1595,"[391, 305, 700, 199]",16-May-12,31-Dec-11,0,4,1595,"[391, 700, 305, 199]",27-Apr-09
22592684,60,2547,"[148, 51, 1037, 268, 68, 975]",16-May-12,30-Jun-10,1,60,2547,"[148, 51, 1037, 268, 68, 975]",30-Jun-10
22592672,51,1545,"[76, 51, 3, 65, 8, 7, 9, 4, 12, 6, 21, 21, 62, 59, 6, 6, 12, 163, 6, 19, 18, 96, 15, 10, 6, 11, 10, 10, 29, 41, 3, 28, 28, 24, 20, 16, 14, 16, 5, 32, 32, 38, 43, 43, 120, 30, 24, 30, 19, 20, 98]",16-May-12,30-Jun-11,0,41,1164,"[51, 65, 8, 7, 29, 9, 4, 12, 6, 30, 24, 30, 21, 21, 59, 6, 6, 12, 163, 6, 18, 96, 15, 10, 6, 10, 10, 3, 28, 28, 24, 20, 16, 14, 16, 5, 32, 38, 43, 43, 120]",30-Apr-09
22513953,1,29,[29],18-Apr-12,11-Jul-11,0,1,29,[29],17-Dec-08
22513949,3,53,"[31, 22]",18-Apr-12,15-Feb-12,0,3,53,"[31, 22]",14-Mar-11
22513944,23,9159,"[541, 518, 239, 480, 397, 343, 271, 301, 145, 22, 265, 249, 259, 596, 554, 639, 304, 239, 162, 248, 2085, 302]",18-Apr-12,31-Jan-12,0,23,7076,"[541, 518, 239, 480, 397, 343, 271, 301, 145, 22, 265, 249, 259, 596, 554, 639, 304, 239, 162, 248, 2, 302]",31-Jul-08
22513942,12,6820,"[2482, 96, 1655, 126, 85, 680, 709, 246, 21, 50, 39, 631]",18-Apr-12,28-Feb-12,0,12,6820,"[2482, 96, 1655, 126, 85, 680, 709, 246, 21, 50, 39, 631]",30-Jun-09
22513934,14,2652,"[63, 90, 175, 314, 78, 408, 122, 594, 104, 275, 113, 101, 63, 152]",18-Apr-12,20-Jan-12,0,12,2248,"[63, 175, 78, 408, 122, 594, 104, 275, 113, 101, 63, 152]",31-Mar-06
22513932,20,0,[],18-Apr-12,30-Nov-11,0,18,0,[],31-Mar-09
22513928,11,1908,"[80, 30, 177, 50, 189, 175, 507, 180, 425, 80, 15]",18-Apr-12,31-Jan-12,0,8,1373,"[177, 50, 189, 175, 507, 180, 80, 15]",7-Jul-08
22513922,6,1942,"[225, 588, 398, 201, 302, 228]",18-Apr-12,3-Jan-12,0,5,1354,"[225, 398, 201, 302, 228]",31-Dec-08
22513904,19,3933,"[50, 428, 99, 84, 214, 25, 120, 260, 502, 69, 838, 39, 637, 152, 304, 22, 60, 30]",18-Apr-12,1-Feb-11,1,17,3431,"[50, 428, 99, 84, 214, 25, 120, 260, 69, 838, 39, 637, 152, 304, 22, 60, 30]",31-Aug-09
22513903,7,320,"[34, 101, 40, 22, 31, 36, 56]",18-Apr-12,15-Feb-12,0,5,228,"[34, 101, 40, 22, 31]",29-Oct-08
22513899,9,1498,"[192, 301, 191, 75, 217, 117, 157, 152, 96]",18-Apr-12,30-Nov-11,0,9,1498,"[192, 301, 191, 75, 217, 117, 157, 152, 96]",30-Nov-09
22419328,9,667,"[90, 42, 321, 39, 23, 30, 40, 82]",14-Mar-12,30-Sep-11,0,9,667,"[90, 42, 321, 39, 23, 30, 40, 82]",31-Aug-09
22419326,4,1293,"[528, 156, 127, 482]",14-Mar-12,31-Jan-12,0,4,1293,"[528, 156, 127, 482]",31-Jan-09
22419319,2,268,"[108, 160]",14-Mar-12,31-Jan-12,0,1,108,[108],30-Apr-09
22419318,1,30,[30],14-Mar-12,30-Sep-11,0,1,30,[30],11-May-09
22419312,1,146,[146],14-Mar-12,31-Dec-11,0,1,146,[146],31-Mar-09
22419293,8,2540,"[171, 174, 364, 418, 355, 272, 482, 304]",14-Mar-12,3-Jan-12,0,8,2540,"[171, 174, 364, 418, 355, 272, 482, 304]",31-Jul-08
22419283,1,17,[17],14-Mar-12,1-Sep-11,0,1,17,[17],2-Dec-09
22336832,1,186,[186],15-Feb-12,25-Oct-11,0,1,186,[186],28-Oct-10
22336818,39,0,[],15-Feb-12,31-Jan-11,1,14,0,[],31-Aug-07
22336817,4,186,"[30, 54, 47, 55]",15-Feb-12,31-Dec-11,0,4,186,"[30, 54, 47, 55]",15-Dec-08
22336802,9,398,"[54, 30, 48, 30, 116, 120]",15-Feb-12,31-Aug-11,0,6,170,"[54, 116]",31-Jan-07
22336796,11,3449,"[705, 46, 94, 200, 35, 715, 86, 817, 121, 100, 530]",15-Feb-12,9-Nov-11,1,11,3449,"[705, 46, 94, 200, 35, 715, 86, 817, 121, 100, 530]",28-Feb-22
22258994,2,70,[70],18-Jan-12,31-Dec-10,0,2,70,[70],31-Dec-10
22258973,4,374,"[66, 75, 85, 148]",18-Jan-12,31-Jul-11,0,3,308,"[75, 85, 148]",31-Jan-09
22258972,3,203,"[90, 25, 88]",18-Jan-12,30-Nov-11,0,3,203,"[90, 25, 88]",9-Dec-09
22258970,4,0,[],18-Jan-12,31-Dec-08,0,4,0,[],31-Dec-08
22258968,5,0,[],18-Jan-12,30-Jun-11,0,5,0,[],31-Dec-07
22258950,12,2453,"[146, 84, 110, 293, 231, 69, 355, 737, 328, 35, 65]",18-Jan-12,30-Jun-11,0,12,2453,"[146, 84, 110, 293, 231, 69, 355, 737, 328, 35, 65]",31-Jul-07
22258941,7,323,"[28, 10, 120, 85, 80]",18-Jan-12,30-Jun-10,0,4,38,"[28, 10]",31-May-07
22161428,4,463,"[26, 45, 307, 85]",7-Dec-11,1-Aug-11,0,2,71,"[26, 45]",30-Apr-10
22161409,7,5997,"[512, 360, 328, 399, 559, 3093, 746]",7-Dec-11,31-Aug-11,0,7,5997,"[512, 360, 328, 399, 559, 3093, 746]",31-Aug-11
22161401,12,891,"[22, 20, 50, 149, 59, 86, 75, 90, 145, 74, 60, 61]",7-Dec-11,28-Feb-11,1,6,563,"[50, 149, 59, 86, 74, 145]",28-Feb-08
22161400,6,373,"[57, 107, 84, 61, 9, 55]",7-Dec-11,8-Mar-11,0,4,255,"[107, 84, 9, 55]",30-Sep-30
22161399,1,10,[10],7-Dec-11,8-Mar-11,0,1,10,[10],30-Sep-30
22161398,23,1352,"[26, 28, 9, 71, 65, 71, 60, 145, 68, 60, 32, 280, 49, 69, 52, 65, 20, 45, 72, 42, 23]",7-Dec-11,20-Jan-11,0,12,632,"[26, 28, 9, 65, 71, 60, 145, 32, 49, 52, 72, 23]",31-Dec-07
22161366,7,183,"[19, 25, 99, 4, 7, 29]",7-Dec-11,30-Apr-03,0,7,183,"[19, 25, 99, 4, 7, 29]",31-Mar-07
22071837,7,6486,"[1429, 1657, 1695, 1512, 193]",9-Nov-11,15-Feb-11,0,5,6486,"[1429, 1657, 1695, 1512, 193]",31-May-10
22071828,23,6909,"[39, 110, 100, 110, 350, 146, 270, 255, 24, 67, 300, 36, 865, 865, 21, 530, 120, 1148, 42, 103, 887, 154, 367]",9-Nov-11,31-Jul-11,0,12,3435,"[85, 110, 24, 67, 36, 21, 530, 120, 1148, 42, 887, 365]",30-Jun-08
21975772,4,467,"[17, 389, 29, 32]",5-Oct-11,30-Apr-11,0,4,467,"[17, 389, 29, 32]",30-Nov-08
21975769,2,47,"[24, 23]",5-Oct-11,30-Apr-11,0,2,47,"[24, 23]",31-Jul-08
21975765,1,0,[],5-Oct-11,31-Jul-11,0,1,0,[],31-Oct-09
21975754,71,28073,"[841, 3770, 73, 73, 112, 80, 218, 645, 176, 197, 988, 4, 460, 241, 453, 546, 120, 177, 154, 800, 82, 500, 170, 210, 12, 1201, 318, 169, 821, 126, 545, 166, 523, 55, 87, 279, 680, 126, 291, 684, 115, 832, 136, 100, 222, 231, 299, 80, 855, 219, 40, 51, 10, 3171, 28, 149, 4, 209, 213, 1134, 45, 130, 176, 428, 600, 674, 312, 437]",5-Oct-11,30-Jun-11,0,74,25590,"[841, 73, 73, 112, 80, 645, 176, 197, 988, 4, 50, 460, 241, 453, 546, 120, 177, 154, 800, 500, 170, 170, 210, 12, 1201, 318, 169, 821, 126, 545, 166, 523, 55, 87, 279, 680, 54, 126, 291, 684, 115, 832, 136, 100, 222, 231, 299, 80, 855, 602, 219, 40, 51, 10, 3171, 94, 28, 149, 4, 209, 213, 1134, 45, 130, 176, 428, 100, 600, 189, 328, 674, 312, 437]",31-Mar-09
21975749,9,427,"[26, 34, 97, 29, 42, 26, 70, 60, 43]",5-Oct-11,31-Mar-10,0,9,427,"[26, 34, 97, 29, 42, 26, 70, 60, 43]",31-Mar-10
21975733,86,4896,"[123, 48, 61, 49, 40, 57, 14, 105, 59, 110, 35, 204, 75, 13, 60, 45, 164, 101, 142, 148, 367, 215, 279, 247, 120, 37, 102, 172, 98, 100, 84, 15, 37, 56, 26, 114, 30, 67, 63, 157, 44, 79, 78, 179, 72, 75, 46, 93, 27, 164]",5-Oct-11,31-Dec-09,0,55,2865,"[123, 48, 61, 49, 50, 14, 105, 110, 35, 204, 13, 60, 164, 101, 148, 215, 279, 120, 102, 100, 84, 37, 26, 30, 44, 179, 93, 107, 164]",31-Jul-06
21833955,3,0,[],10-Aug-11,30-Jun-11,0,3,0,[],3-Nov-09
21833953,14,4041,"[120, 156, 595, 762, 174, 215, 616, 170, 40, 341, 126, 187, 389, 150]",10-Aug-11,31-Mar-11,0,11,2441,"[120, 156, 762, 174, 215, 170, 40, 341, 126, 187, 150]",30-Jun-08
21735418,6,394,"[101, 57, 80, 100, 56]",6-Jul-11,22-Apr-11,0,6,394,"[101, 57, 80, 100, 56]",31-Mar-09
21678361,9,1908,"[199, 102, 200, 979, 35, 146, 69, 66, 112]",15-Jun-11,28-Feb-10,0,8,1840,"[199, 102, 200, 979, 35, 146, 66, 113]",31-Jan-07
21678357,5,1634,"[189, 352, 315, 347, 431]",15-Jun-11,28-Feb-10,0,5,1634,"[189, 352, 315, 347, 431]",28-Feb-10
21678336,4,1693,"[1536, 52, 37, 68]",15-Jun-11,31-Jul-10,0,4,1693,"[1536, 52, 37, 68]",31-Jul-10
21563152,1,30,[30],11-May-11,31-Jan-11,0,1,30,[30],31-Jul-08
21563150,5,40,"[7, 20, 13]",11-May-11,13-Apr-11,0,5,40,"[7, 20, 13]",9-Sep-10
21491396,9,2857,"[1150, 84, 385, 302, 277, 312, 186, 141, 20]",13-Apr-11,28-Feb-10,0,9,2857,"[1150, 84, 385, 302, 277, 312, 186, 141, 20]",28-Feb-10
21491393,89,9217,"[48, 171, 82, 267, 3, 416, 136, 96, 226, 300, 318, 224, 68, 558, 173, 133, 24, 108, 159, 154, 96, 38, 65, 696, 62, 423, 126, 54, 43, 157, 377, 72, 45, 142, 237, 23, 93, 135, 60, 125, 122, 90, 175, 60, 263, 136, 116, 966, 358, 140, 58]",13-Apr-11,31-Dec-10,1,89,9217,"[48, 171, 82, 267, 3, 416, 136, 96, 226, 300, 318, 224, 68, 558, 173, 133, 24, 108, 159, 154, 96, 38, 65, 696, 62, 423, 126, 54, 43, 157, 377, 72, 45, 142, 237, 23, 93, 135, 60, 125, 122, 90, 175, 60, 263, 136, 116, 966, 358, 140, 58]",31-Jul-10
21412889,16,2064,"[145, 87, 585, 91, 30, 367, 217, 80, 151, 20, 45, 45, 91, 110]",16-Mar-11,31-Oct-10,1,9,1450,"[145, 87, 585, 91, 30, 367, 80, 20, 45]",31-Dec-06
21412877,5,600,"[62, 84, 12, 404, 38]",16-Mar-11,31-Dec-10,1,3,0,[],28-Feb-09
21412871,70,4284,"[45, 50, 34, 28, 319, 48, 55, 75, 30, 30, 45, 56, 150, 150, 75, 50, 21, 38, 164, 20, 60, 30, 40, 55, 12, 60, 16, 20, 10, 40, 42, 42, 30, 275, 60, 20, 27, 60, 40, 48, 30, 40, 93, 34, 47, 30, 14, 40, 45, 18, 18, 20, 40, 32, 129, 32, 475, 30, 30, 110, 132, 61, 67, 40, 41, 50, 24, 20, 12, 60]",16-Mar-11,31-Mar-07,0,70,4284,"[45, 50, 34, 28, 319, 48, 55, 75, 30, 30, 45, 56, 150, 150, 75, 50, 21, 38, 164, 20, 60, 30, 40, 55, 12, 60, 16, 20, 10, 40, 42, 42, 30, 275, 60, 20, 27, 60, 40, 48, 30, 40, 93, 34, 47, 30, 14, 40, 45, 18, 18, 20, 40, 32, 129, 32, 475, 30, 30, 110, 132, 61, 67, 40, 41, 50, 24, 20, 12, 60]",31-Mar-07
21412870,4,0,[],16-Mar-11,31-Dec-10,1,3,0,[],31-Dec-07
21328285,16,1606,"[74, 232, 18, 156, 95, 70, 103, 16, 9, 141, 33, 9, 60, 237, 240, 113]",16-Feb-11,28-Feb-10,0,15,1369,"[74, 232, 18, 156, 95, 70, 103, 16, 9, 240, 141, 33, 9, 60, 113]",31-Jan-07
21328252,7,367,"[45, 47, 22, 80, 104, 16, 53]",16-Feb-11,10-Dec-10,0,7,367,"[45, 47, 22, 80, 104, 16, 53]",31-Dec-07
21249679,14,3231,"[316, 232, 232, 35, 49, 630, 413, 280, 129, 94, 255, 284, 42, 240]",19-Jan-11,31-Mar-10,1,12,2744,"[316, 232, 35, 49, 630, 413, 280, 129, 94, 284, 42, 240]",31-Jan-07
21154378,5,1324,"[290, 213, 28, 390, 403]",8-Dec-10,31-Oct-09,0,5,1324,"[290, 213, 28, 390, 403]",31-Oct-09
21154361,5,787,"[60, 35, 84, 208, 400]",8-Dec-10,28-Feb-10,0,5,787,"[60, 35, 84, 208, 400]",30-Sep-06
21069678,4,7095,"[1410, 2236, 2215, 1234]",10-Nov-10,30-Jun-09,1,2,2644,"[1410, 1234]",30-Jun-06
20927749,5,0,[],6-Oct-10,30-Jun-10,1,4,0,[],28-Feb-09
20927748,3,289,"[180, 59, 50]",6-Oct-10,30-Nov-09,1,2,109,"[59, 50]",30-Apr-07
20824851,3,126,"[50, 16, 60]",8-Sep-10,31-Mar-10,0,3,126,"[50, 16, 60]",28-Feb-08
20614441,10,1025,"[50, 78, 198, 120, 90, 80, 51, 200, 58, 100]",26-Nov-14,30-Oct-09,1,9,905,"[50, 78, 198, 90, 80, 51, 200, 58, 100]",31-Mar-07
20614437,4,511,"[40, 52, 165, 254]",7-Jul-10,30-Jun-10,0,2,205,"[40, 165]",31-Jan-08
20556749,8,370,"[108, 70, 65, 44, 24, 21, 38]",16-Jun-10,24-Feb-10,1,8,369,"[108, 27, 38, 65, 44, 24, 26, 37]",31-Aug-07
20556747,8,0,[],16-Jun-10,31-Jul-09,1,8,0,[],31-Jul-09
20238344,6,121,"[40, 3, 22, 56]",17-Mar-10,31-Jan-09,0,6,121,"[40, 3, 22, 56]",31-Jan-09
20091608,12,437,"[42, 54, 67, 12, 35, 30, 5, 59, 13, 18, 50, 52]",20-Jan-10,31-Mar-09,0,11,389,"[42, 54, 67, 12, 35, 30, 5, 59, 13, 20, 52]",30-Sep-07
20091606,16,0,[],20-Jan-10,30-Jun-09,0,16,0,[],30-Jun-09
20091602,2,123,"[50, 73]",20-Jan-10,31-May-09,0,2,123,"[50, 73]",30-Apr-08
20091558,25,888,"[30, 100, 2, 696, 60]",20-Jan-10,30-Apr-09,0,14,2822,"[540, 30, 165, 74, 61, 30, 42, 100, 696, 610, 30, 346, 38, 60]",30-Nov-07
20091516,28,3651,"[109, 44, 253, 70, 34, 241, 248, 70, 40, 19, 48, 51, 70, 50, 40, 248, 384, 542, 220, 42, 26, 20, 63, 40, 360, 57, 262]",20-Jan-10,31-May-08,0,28,3651,"[109, 44, 253, 70, 34, 241, 248, 70, 40, 19, 48, 51, 70, 50, 40, 248, 384, 542, 220, 42, 26, 20, 63, 40, 360, 57, 262]",31-May-08
20091500,14,496,"[18, 14, 35, 35, 35, 61, 25, 22, 22, 22, 38, 100, 42, 27]",20-Jan-10,30-Jun-09,0,14,496,"[18, 14, 35, 35, 35, 61, 25, 22, 22, 22, 38, 100, 42, 27]",30-Jun-09
19821364,1,106,[106],7-Oct-09,26-Feb-08,0,1,106,[106],26-Feb-08
19821360,6,1835,"[151, 52, 89, 900, 97, 546]",7-Oct-09,28-Feb-09,1,4,1138,"[52, 89, 900, 97]",31-Dec-06
19821293,11,0,[],7-Oct-09,5-Nov-08,0,11,0,[],5-Nov-08
19588321,11,2301,"[63, 128, 50, 694, 59, 698, 276, 23, 77, 80, 153]",8-Jul-09,31-Jan-11,1,10,2221,"[63, 128, 50, 694, 59, 698, 276, 23, 77, 153]",30-Apr-07
19160290,4,962,"[28, 221, 24, 689]",21-Jan-09,31-May-08,0,3,741,"[28, 24, 689]",31-Mar-07
19160263,3,853,"[86, 448, 319]",21-Jan-09,30-Jun-08,0,3,853,"[86, 448, 319]",30-Jun-08
19160247,28,0,[],21-Jan-09,31-May-08,0,28,0,[],31-May-08
19160214,7,362,"[64, 40, 21, 52, 104, 69, 12]",21-Jan-09,31-Dec-06,0,7,362,"[64, 40, 21, 52, 104, 69, 12]",31-Dec-06
18843675,9,716,"[39, 81, 27, 39, 211, 102, 50, 48, 119]",8-Oct-08,27-Feb-08,1,9,716,"[39, 81, 27, 39, 211, 102, 50, 48, 119]",27-Feb-08
18677781,5,459,"[94, 150, 107, 80, 28]",16-Jul-08,30-Apr-08,0,5,459,"[94, 150, 107, 80, 28]",28-Feb-07
18646161,9,3295,"[414, 103, 307, 357, 300, 1294, 448, 72]",16-Jul-08,30-Nov-07,1,9,3295,"[414, 103, 307, 357, 300, 1294, 448, 72]",31-May-07
18646126,13,363,"[10, 48, 79, 32, 20, 20, 124, 30]",16-Jul-08,15-Dec-05,1,13,363,"[10, 48, 79, 32, 20, 20, 124, 30]",15-Dec-05
